group,variable,value
548.5,517.759,3.437
548.5,517.414,3.164
548.5,517.069,3.008
548.5,516.724,2.109
548.5,516.379,2.226
548.5,516.034,2.266
548.5,515.69,2.109
548.5,515.345,1.914
548.5,515,1.953
548.5,514.655,2.109
548.5,514.31,2.5
548.5,513.966,2.422
548.5,513.621,2.461
548.5,513.276,2.851
548.5,512.931,3.242
548.5,512.586,3.398
548.5,512.241,3.711
548.5,511.897,3.555
548.5,511.552,3.75
548.5,511.207,3.398
548.5,510.862,3.32
548.5,510.517,2.812
548.5,510.172,2.5
548.5,509.828,2.578
548.5,509.483,1.758
548.5,509.138,2.031
548.5,508.793,1.719
548.5,508.448,2.148
548.5,508.103,2.187
548.5,507.759,2.031
548.5,507.414,1.875
548.5,507.069,2.031
548.5,506.724,2.344
548.5,506.379,2.187
548.5,506.034,2.031
548.5,505.69,2.07
548.5,505.345,2.031
548.5,505,2.226
549,505,2.266
549,505.351,2.148
549,505.702,1.992
549,506.053,1.953
549,506.404,1.758
549,506.754,1.367
549,507.105,1.797
549,507.456,1.875
549,507.807,1.719
549,508.158,1.758
549,508.509,1.836
549,508.86,1.992
549,509.211,1.875
549,509.561,1.758
549,509.912,1.641
549,510.263,1.797
549,510.614,2.422
549,510.965,2.891
549,511.316,2.5
549,511.667,2.383
549,512.018,2.578
549,512.368,2.656
549,512.719,2.539
549,513.07,2.617
549,513.421,2.617
549,513.772,2.734
549,514.123,2.851
549,514.474,2.539
549,514.825,2.539
549,515.175,2.344
549,515.526,1.875
549,515.877,2.109
549,516.228,1.875
549,516.579,1.836
549,516.93,1.797
549,517.281,2.031
549,517.632,2.148
549,517.982,2.07
549,518.333,2.187
549,518.684,1.68
549,519.035,1.797
549,519.386,2.266
549,519.737,2.891
549,520.088,2.891
549,520.439,2.773
549,520.789,2.656
549,521.14,2.344
549,521.491,2.5
549,521.842,2.344
549,522.193,2.031
549,522.544,2.226
549,522.895,2.5
549,523.246,1.992
549,523.596,1.992
549,523.947,2.031
549,524.298,2.344
549,524.649,3.476
549,525,-2.188
549.5,525,2.539
549.5,524.636,2.109
549.5,524.273,2.578
549.5,523.909,2.148
549.5,523.545,2.031
549.5,523.182,1.641
549.5,522.818,1.641
549.5,522.455,1.484
549.5,522.091,2.07
549.5,521.727,1.914
549.5,521.364,1.836
549.5,521,1.992
549.5,520.636,2.187
549.5,520.273,2.266
549.5,519.909,2.734
549.5,519.545,2.851
549.5,519.182,2.812
549.5,518.818,3.047
549.5,518.455,3.242
549.5,518.091,3.242
549.5,517.727,2.851
549.5,517.364,2.344
549.5,517,2.5
549.5,516.636,2.187
549.5,516.273,2.578
549.5,515.909,2.148
549.5,515.545,2.305
549.5,515.182,2.148
549.5,514.818,2.305
549.5,514.455,2.344
549.5,514.091,2.5
549.5,513.727,2.734
549.5,513.364,3.047
549.5,513,2.851
549.5,512.636,2.851
549.5,512.273,2.93
549.5,511.909,2.891
549.5,511.545,3.047
549.5,511.182,3.086
549.5,510.818,2.422
549.5,510.455,2.461
549.5,510.091,2.266
549.5,509.727,1.953
549.5,509.364,2.031
549.5,509,1.758
549.5,508.636,1.601
549.5,508.273,1.523
549.5,507.909,1.68
549.5,507.545,1.992
549.5,507.182,2.266
549.5,506.818,2.305
549.5,506.455,2.305
549.5,506.091,2.109
549.5,505.727,2.109
549.5,505.364,2.109
549.5,505,2.5
550,505,1.641
550,505.345,1.68
550,505.69,1.758
550,506.034,1.719
550,506.379,1.641
550,506.724,1.601
550,507.069,1.523
550,507.414,1.445
550,507.759,1.445
550,508.103,1.601
550,508.448,1.562
550,508.793,1.523
550,509.138,1.367
550,509.483,1.094
550,509.828,1.094
550,510.172,0.351
550,510.517,1.328
550,510.862,1.172
550,511.207,1.328
550,511.552,1.523
550,511.897,1.562
550,512.241,1.484
550,512.586,1.601
550,512.931,1.914
550,513.276,2.031
550,513.621,1.992
550,513.966,2.109
550,514.31,2.266
550,514.655,1.992
550,515,2.07
550,515.345,2.187
550,515.69,1.758
550,516.034,1.836
550,516.379,1.641
550,516.724,1.719
550,517.069,1.68
550,517.414,1.641
550,517.759,1.641
550,518.103,1.758
550,518.448,2.148
550,518.793,2.07
550,519.138,1.875
550,519.483,1.68
550,519.828,1.484
550,520.172,1.523
550,520.517,1.601
550,520.862,1.797
550,521.207,2.031
550,521.552,1.719
550,521.897,1.601
550,522.241,1.641
550,522.586,1.484
550,522.931,1.68
550,523.276,1.523
550,523.621,1.641
550,523.966,1.484
550,524.31,1.562
550,524.655,1.914
550,525,2.031
550.5,520,1.836
550.5,519.659,2.031
550.5,519.318,1.758
550.5,518.977,1.641
550.5,518.636,2.148
550.5,518.295,2.5
550.5,517.955,2.305
550.5,517.614,1.797
550.5,517.273,1.758
550.5,516.932,1.797
550.5,516.591,1.875
550.5,516.25,1.719
550.5,515.909,1.601
550.5,515.568,1.641
550.5,515.227,1.601
550.5,514.886,1.68
550.5,514.545,1.797
550.5,514.205,1.992
550.5,513.864,1.797
550.5,513.523,1.914
550.5,513.182,1.875
550.5,512.841,1.992
550.5,512.5,1.836
550.5,512.159,1.836
550.5,511.818,1.758
550.5,511.477,2.031
550.5,511.136,1.992
550.5,510.795,1.836
550.5,510.455,1.68
550.5,510.114,1.758
550.5,509.773,1.68
550.5,509.432,1.523
550.5,509.091,1.523
550.5,508.75,1.484
550.5,508.409,1.68
550.5,508.068,1.562
550.5,507.727,1.641
550.5,507.386,1.484
550.5,507.045,1.523
550.5,506.705,1.719
550.5,506.364,1.562
550.5,506.023,1.406
550.5,505.682,1.68
550.5,505.341,1.601
550.5,505,1.641
551,505,2.07
551,505.375,1.758
551,505.75,1.992
551,506.125,1.992
551,506.5,1.68
551,506.875,1.562
551,507.25,1.719
551,507.625,1.641
551,508,1.523
551,508.375,1.523
551,508.75,1.445
551,509.125,1.601
551,509.5,0.469
551,509.875,1.289
551,510.25,1.836
551,510.625,2.031
551,511,1.797
551,511.375,1.797
551,511.75,1.914
551,512.125,1.758
551,512.5,1.836
551,512.875,1.836
551,513.25,1.914
551,513.625,1.797
551,514,1.719
551,514.375,2.148
551,514.75,1.836
551,515.125,1.641
551,515.5,2.187
551,515.875,1.836
551,516.25,1.875
551,516.625,1.914
551,517,1.523
551,517.375,1.992
551,517.75,2.07
551,518.125,1.914
551,518.5,1.992
551,518.875,2.344
551,519.25,2.617
551,519.625,2.734
551,520,2.344
551.5,520,1.601
551.5,519.615,1.601
551.5,519.231,1.68
551.5,518.846,1.523
551.5,518.462,1.953
551.5,518.077,1.836
551.5,517.692,1.758
551.5,517.308,1.523
551.5,516.923,1.523
551.5,516.538,1.601
551.5,516.154,1.797
551.5,515.769,1.641
551.5,515.385,1.367
551.5,515,1.719
551.5,514.615,1.641
551.5,514.231,-2.617
551.5,513.846,-0.977
551.5,513.462,-0.039
551.5,513.077,0.937
551.5,512.692,1.406
551.5,512.308,1.523
551.5,511.923,1.68
551.5,511.538,1.953
551.5,511.154,1.523
551.5,510.769,1.719
551.5,510.385,1.719
551.5,510,2.031
551.5,509.615,-0.469
551.5,509.231,2.07
551.5,508.846,1.601
551.5,508.462,1.484
551.5,508.077,1.601
551.5,507.692,1.68
551.5,507.308,1.562
551.5,506.923,1.328
551.5,506.538,1.367
551.5,506.154,1.875
551.5,505.769,1.875
551.5,505.385,1.875
551.5,505,1.797
552,505,1.914
552,505.375,1.641
552,505.75,1.68
552,506.125,1.797
552,506.5,1.836
552,506.875,1.875
552,507.25,1.719
552,507.625,1.719
552,508,1.172
552,508.375,0.664
552,508.75,0.586
552,509.125,1.172
552,509.5,1.562
552,509.875,1.601
552,510.25,1.562
552,510.625,1.523
552,511,1.484
552,511.375,1.562
552,511.75,1.601
552,512.125,1.601
552,512.5,1.484
552,512.875,1.25
552,513.25,1.601
552,513.625,1.641
552,514,1.68
552,514.375,1.562
552,514.75,2.031
552,515.125,1.953
552,515.5,1.797
552,515.875,1.797
552,516.25,1.797
552,516.625,1.992
552,517,1.836
552,517.375,1.406
552,517.75,0.859
552,518.125,1.211
552,518.5,1.562
552,518.875,1.68
552,519.25,1.797
552,519.625,2.031
552,520,2.148
552.5,520,1.641
552.5,519.634,1.68
552.5,519.268,1.992
552.5,518.902,2.109
552.5,518.537,1.992
552.5,518.171,2.07
552.5,517.805,1.992
552.5,517.439,2.07
552.5,517.073,1.25
552.5,516.707,-1.094
552.5,516.341,-0.313
552.5,515.976,0.742
552.5,515.61,1.172
552.5,515.244,1.406
552.5,514.878,1.445
552.5,514.512,1.68
552.5,514.146,1.562
552.5,513.78,1.797
552.5,513.415,1.758
552.5,513.049,1.601
552.5,512.683,1.68
552.5,512.317,1.641
552.5,511.951,1.484
552.5,511.585,1.68
552.5,511.22,1.641
552.5,510.854,1.523
552.5,510.488,1.484
552.5,510.122,1.406
552.5,509.756,1.562
552.5,509.39,1.641
552.5,509.024,1.484
552.5,508.659,1.484
552.5,508.293,1.445
552.5,507.927,1.445
552.5,507.561,1.523
552.5,507.195,1.641
552.5,506.829,1.719
552.5,506.463,1.641
552.5,506.098,1.601
552.5,505.732,1.875
552.5,505.366,1.758
552.5,505,1.758
553,505,1.836
553,505.357,1.797
553,505.714,1.484
553,506.071,1.601
553,506.429,1.953
553,506.786,1.953
553,507.143,1.719
553,507.5,1.523
553,507.857,1.758
553,508.214,1.68
553,508.571,1.836
553,508.929,1.484
553,509.286,1.601
553,509.643,1.68
553,510,1.641
553,510.357,1.523
553,510.714,1.484
553,511.071,1.406
553,511.429,1.562
553,511.786,1.445
553,512.143,1.367
553,512.5,1.25
553,512.857,1.562
553,513.214,1.68
553,513.571,1.68
553,513.929,1.68
553,514.286,1.367
553,514.643,1.406
553,515,1.562
553,515.357,1.406
553,515.714,1.641
553,516.071,2.031
553,516.429,1.445
553,516.786,1.719
553,517.143,2.344
553,517.5,2.344
553,517.857,2.07
553,518.214,2.226
553,518.571,2.031
553,518.929,1.914
553,519.286,1.836
553,519.643,1.875
553,520,1.68
553.5,520,1.992
553.5,519.634,1.719
553.5,519.268,1.68
553.5,518.902,1.875
553.5,518.537,1.875
553.5,518.171,1.914
553.5,517.805,2.031
553.5,517.439,1.758
553.5,517.073,1.914
553.5,516.707,1.914
553.5,516.341,1.992
553.5,515.976,2.187
553.5,515.61,1.914
553.5,515.244,1.719
553.5,514.878,1.641
553.5,514.512,1.914
553.5,514.146,2.07
553.5,513.78,1.68
553.5,513.415,1.523
553.5,513.049,1.641
553.5,512.683,1.68
553.5,512.317,1.992
553.5,511.951,1.758
553.5,511.585,1.68
553.5,511.22,1.719
553.5,510.854,1.68
553.5,510.488,1.406
553.5,510.122,1.328
553.5,509.756,1.523
553.5,509.39,1.914
553.5,509.024,1.601
553.5,508.659,1.406
553.5,508.293,1.328
553.5,507.927,1.601
553.5,507.561,1.758
553.5,507.195,1.25
553.5,506.829,1.445
553.5,506.463,1.758
553.5,506.098,1.992
553.5,505.732,1.953
553.5,505.366,1.992
553.5,505,1.836
554,505,1.562
554,505.366,1.875
554,505.732,1.758
554,506.098,1.601
554,506.463,1.875
554,506.829,1.601
554,507.195,1.523
554,507.561,1.797
554,507.927,1.797
554,508.293,1.953
554,508.659,1.797
554,509.024,1.875
554,509.39,1.758
554,509.756,1.914
554,510.122,1.992
554,510.488,1.641
554,510.854,1.992
554,511.22,1.914
554,511.585,2.187
554,511.951,1.914
554,512.317,1.719
554,512.683,1.641
554,513.049,1.719
554,513.415,1.836
554,513.78,1.719
554,514.146,1.641
554,514.512,1.68
554,514.878,1.758
554,515.244,1.797
554,515.61,1.484
554,515.976,1.758
554,516.341,1.875
554,516.707,2.109
554,517.073,2.109
554,517.439,2.148
554,517.805,2.226
554,518.171,2.031
554,518.537,2.031
554,518.902,2.148
554,519.268,2.109
554,519.634,1.875
554,520,1.719
554.5,520,1.719
554.5,519.634,1.836
554.5,519.268,1.68
554.5,518.902,1.719
554.5,518.537,1.797
554.5,518.171,1.601
554.5,517.805,1.836
554.5,517.439,2.109
554.5,517.073,1.953
554.5,516.707,1.836
554.5,516.341,1.992
554.5,515.976,1.836
554.5,515.61,2.031
554.5,515.244,1.992
554.5,514.878,1.641
554.5,514.512,1.68
554.5,514.146,1.797
554.5,513.78,1.68
554.5,513.415,1.367
554.5,513.049,1.484
554.5,512.683,1.601
554.5,512.317,1.601
554.5,511.951,1.523
554.5,511.585,1.836
554.5,511.22,1.836
554.5,510.854,1.758
554.5,510.488,1.25
554.5,510.122,2.266
554.5,509.756,2.109
554.5,509.39,2.226
554.5,509.024,1.992
554.5,508.659,2.226
554.5,508.293,1.992
554.5,507.927,1.875
554.5,507.561,2.031
554.5,507.195,2.07
554.5,506.829,1.719
554.5,506.463,1.562
554.5,506.098,2.07
554.5,505.732,2.266
554.5,505.366,2.031
554.5,505,2.031
555,505,1.719
555,505.349,1.641
555,505.698,1.641
555,506.047,1.68
555,506.395,1.797
555,506.744,1.992
555,507.093,1.758
555,507.442,1.719
555,507.791,2.109
555,508.14,2.031
555,508.488,2.109
555,508.837,1.914
555,509.186,1.758
555,509.535,-9.492
555,509.884,-17.227
555,510.233,-7.617
555,510.581,-2.149
555,510.93,-0.078
555,511.279,1.211
555,511.628,1.367
555,511.977,1.562
555,512.326,1.601
555,512.674,1.68
555,513.023,1.641
555,513.372,1.68
555,513.721,1.562
555,514.07,1.68
555,514.419,1.758
555,514.767,1.601
555,515.116,1.992
555,515.465,1.797
555,515.814,1.953
555,516.163,2.109
555,516.512,2.148
555,516.86,2.422
555,517.209,2.656
555,517.558,2.578
555,517.907,2.539
555,518.256,2.422
555,518.605,2.187
555,518.953,1.914
555,519.302,1.797
555,519.651,1.758
555,520,1.797
555.5,520,1.875
555.5,519.643,1.875
555.5,519.286,1.914
555.5,518.929,1.992
555.5,518.571,1.523
555.5,518.214,1.797
555.5,517.857,2.07
555.5,517.5,1.992
555.5,517.143,1.992
555.5,516.786,1.992
555.5,516.429,2.461
555.5,516.071,2.461
555.5,515.714,2.617
555.5,515.357,2.461
555.5,515,2.148
555.5,514.643,2.226
555.5,514.286,1.758
555.5,513.929,1.992
555.5,513.571,1.68
555.5,513.214,1.367
555.5,512.857,2.031
555.5,512.5,1.992
555.5,512.143,1.875
555.5,511.786,1.719
555.5,511.429,2.031
555.5,511.071,1.992
555.5,510.714,1.875
555.5,510.357,2.148
555.5,510,2.148
555.5,509.643,2.734
555.5,509.286,2.539
555.5,508.929,9.062
555.5,508.571,8.672
555.5,508.214,5.195
555.5,507.857,3.359
555.5,507.5,2.578
555.5,507.143,2.266
555.5,506.786,1.992
555.5,506.429,1.992
555.5,506.071,2.148
555.5,505.714,1.953
555.5,505.357,2.031
555.5,505,1.953
556,505,1.992
556,505.366,1.914
556,505.732,1.601
556,506.098,1.914
556,506.463,1.797
556,506.829,1.758
556,507.195,1.836
556,507.561,1.719
556,507.927,1.641
556,508.293,1.484
556,508.659,1.719
556,509.024,1.875
556,509.39,2.07
556,509.756,2.109
556,510.122,2.148
556,510.488,2.07
556,510.854,1.836
556,511.22,2.031
556,511.585,1.953
556,511.951,1.992
556,512.317,1.875
556,512.683,1.562
556,513.049,1.055
556,513.415,1.641
556,513.78,1.601
556,514.146,1.836
556,514.512,1.797
556,514.878,1.758
556,515.244,2.031
556,515.61,1.68
556,515.976,1.992
556,516.341,2.031
556,516.707,2.226
556,517.073,2.266
556,517.439,2.031
556,517.805,1.914
556,518.171,2.07
556,518.537,2.305
556,518.902,2.266
556,519.268,2.07
556,519.634,1.953
556,520,2.305
556.5,520,1.914
556.5,519.634,1.641
556.5,519.268,1.758
556.5,518.902,1.758
556.5,518.537,1.641
556.5,518.171,1.601
556.5,517.805,1.641
556.5,517.439,1.641
556.5,517.073,1.836
556.5,516.707,1.836
556.5,516.341,2.226
556.5,515.976,2.383
556.5,515.61,2.305
556.5,515.244,2.031
556.5,514.878,1.758
556.5,514.512,1.992
556.5,514.146,2.109
556.5,513.78,2.148
556.5,513.415,1.094
556.5,513.049,1.484
556.5,512.683,1.601
556.5,512.317,1.68
556.5,511.951,1.719
556.5,511.585,1.797
556.5,511.22,2.148
556.5,510.854,2.148
556.5,510.488,1.797
556.5,510.122,1.68
556.5,509.756,1.797
556.5,509.39,2.031
556.5,509.024,1.836
556.5,508.659,2.031
556.5,508.293,1.953
556.5,507.927,1.992
556.5,507.561,1.875
556.5,507.195,1.953
556.5,506.829,2.109
556.5,506.463,2.031
556.5,506.098,1.953
556.5,505.732,1.914
556.5,505.366,1.758
556.5,505,1.758
557,505,2.109
557,505.366,1.992
557,505.732,1.68
557,506.098,1.914
557,506.463,1.836
557,506.829,1.797
557,507.195,1.68
557,507.561,1.797
557,507.927,1.641
557,508.293,2.07
557,508.659,1.992
557,509.024,2.031
557,509.39,2.109
557,509.756,2.109
557,510.122,2.148
557,510.488,2.187
557,510.854,1.953
557,511.22,1.992
557,511.585,2.226
557,511.951,2.539
557,512.317,2.422
557,512.683,2.422
557,513.049,2.07
557,513.415,1.875
557,513.78,1.875
557,514.146,2.031
557,514.512,4.141
557,514.878,-15.156
557,515.244,-20.586
557,515.61,-7.07
557,515.976,-1.992
557,516.341,0.117
557,516.707,1.016
557,517.073,1.523
557,517.439,1.445
557,517.805,1.719
557,518.171,1.797
557,518.537,1.484
557,518.902,1.367
557,519.268,1.758
557,519.634,1.836
557,520,1.523
557.5,520,2.578
557.5,519.634,2.07
557.5,519.268,1.836
557.5,518.902,1.797
557.5,518.537,1.758
557.5,518.171,1.719
557.5,517.805,1.992
557.5,517.439,1.758
557.5,517.073,1.68
557.5,516.707,1.562
557.5,516.341,1.758
557.5,515.976,2.187
557.5,515.61,1.875
557.5,515.244,1.914
557.5,514.878,1.875
557.5,514.512,2.148
557.5,514.146,1.875
557.5,513.78,2.422
557.5,513.415,2.031
557.5,513.049,1.914
557.5,512.683,1.992
557.5,512.317,2.266
557.5,511.951,2.422
557.5,511.585,2.851
557.5,511.22,2.851
557.5,510.854,2.969
557.5,510.488,2.773
557.5,510.122,2.617
557.5,509.756,2.539
557.5,509.39,2.578
557.5,509.024,2.5
557.5,508.659,2.344
557.5,508.293,2.109
557.5,507.927,1.992
557.5,507.561,2.226
557.5,507.195,1.836
557.5,506.829,1.875
557.5,506.463,2.109
557.5,506.098,1.914
557.5,505.732,2.07
557.5,505.366,2.187
557.5,505,2.031
558,505,2.109
558,505.366,2.305
558,505.732,1.641
558,506.098,2.07
558,506.463,1.875
558,506.829,2.109
558,507.195,1.992
558,507.561,2.539
558,507.927,2.187
558,508.293,2.383
558,508.659,1.836
558,509.024,2.031
558,509.39,2.148
558,509.756,2.031
558,510.122,2.226
558,510.488,1.914
558,510.854,1.797
558,511.22,1.992
558,511.585,1.992
558,511.951,2.148
558,512.317,2.07
558,512.683,1.797
558,513.049,2.031
558,513.415,2.226
558,513.78,1.797
558,514.146,1.562
558,514.512,1.562
558,514.878,1.953
558,515.244,1.992
558,515.61,1.641
558,515.976,1.25
558,516.341,1.172
558,516.707,1.367
558,517.073,1.172
558,517.439,1.367
558,517.805,1.445
558,518.171,1.484
558,518.537,1.601
558,518.902,2.031
558,519.268,1.797
558,519.634,2.07
558,520,1.992
558.5,520,1.719
558.5,519.625,1.797
558.5,519.25,1.68
558.5,518.875,1.953
558.5,518.5,2.031
558.5,518.125,2.148
558.5,517.75,2.148
558.5,517.375,1.953
558.5,517,2.031
558.5,516.625,1.914
558.5,516.25,1.758
558.5,515.875,1.797
558.5,515.5,1.953
558.5,515.125,1.68
558.5,514.75,1.484
558.5,514.375,1.836
558.5,514,1.992
558.5,513.625,1.719
558.5,513.25,1.523
558.5,512.875,2.148
558.5,512.5,2.461
558.5,512.125,2.539
558.5,511.75,2.226
558.5,511.375,2.07
558.5,511,2.148
558.5,510.625,2.226
558.5,510.25,1.992
558.5,509.875,2.344
558.5,509.5,2.109
558.5,509.125,2.07
558.5,508.75,2.07
558.5,508.375,2.187
558.5,508,2.109
558.5,507.625,2.148
558.5,507.25,2.812
558.5,506.875,3.203
558.5,506.5,2.773
558.5,506.125,2.344
558.5,505.75,2.187
558.5,505.375,1.992
558.5,505,1.797
559,505,1.68
559,505.366,1.836
559,505.732,1.953
559,506.098,1.914
559,506.463,1.797
559,506.829,1.875
559,507.195,1.992
559,507.561,2.383
559,507.927,2.656
559,508.293,2.305
559,508.659,2.226
559,509.024,2.148
559,509.39,2.031
559,509.756,1.758
559,510.122,1.836
559,510.488,2.07
559,510.854,2.07
559,511.22,1.875
559,511.585,1.562
559,511.951,1.523
559,512.317,1.719
559,512.683,1.601
559,513.049,-0.039
559,513.415,-5.352
559,513.78,-0.82
559,514.146,0.547
559,514.512,1.211
559,514.878,1.25
559,515.244,1.406
559,515.61,1.641
559,515.976,2.07
559,516.341,1.797
559,516.707,1.719
559,517.073,1.797
559,517.439,1.953
559,517.805,1.992
559,518.171,2.07
559,518.537,1.797
559,518.902,2.109
559,519.268,2.266
559,519.634,2.344
559,520,2.266
559.5,520,1.836
559.5,519.625,2.226
559.5,519.25,1.914
559.5,518.875,1.875
559.5,518.5,2.07
559.5,518.125,2.305
559.5,517.75,2.539
559.5,517.375,2.461
559.5,517,2.07
559.5,516.625,1.992
559.5,516.25,1.445
559.5,515.875,0.078
559.5,515.5,0.898
559.5,515.125,1.445
559.5,514.75,1.758
559.5,514.375,1.601
559.5,514,1.68
559.5,513.625,1.68
559.5,513.25,1.406
559.5,512.875,-4.258
559.5,512.5,-0.586
559.5,512.125,1.406
559.5,511.75,-11.211
559.5,511.375,-9.961
559.5,511,-3.125
559.5,510.625,-0.274
559.5,510.25,0.703
559.5,509.875,1.25
559.5,509.5,1.992
559.5,509.125,1.797
559.5,508.75,1.484
559.5,508.375,1.758
559.5,508,2.148
559.5,507.625,2.344
559.5,507.25,2.5
559.5,506.875,2.539
559.5,506.5,2.617
559.5,506.125,2.187
559.5,505.75,2.109
559.5,505.375,2.109
559.5,505,2.031
560,505,2.07
560,505.357,1.797
560,505.714,1.797
560,506.071,1.992
560,506.429,1.641
560,506.786,1.719
560,507.143,1.836
560,507.5,2.226
560,507.857,2.226
560,508.214,2.07
560,508.571,2.07
560,508.929,1.836
560,509.286,1.836
560,509.643,1.484
560,510,1.367
560,510.357,1.719
560,510.714,1.719
560,511.071,2.07
560,511.429,1.914
560,511.786,1.992
560,512.143,1.523
560,512.5,1.523
560,512.857,2.031
560,513.214,1.836
560,513.571,1.875
560,513.929,2.07
560,514.286,2.031
560,514.643,1.875
560,515,2.109
560,515.357,1.992
560,515.714,1.836
560,516.071,1.445
560,516.429,0.742
560,516.786,0.82
560,517.143,1.445
560,517.5,1.836
560,517.857,2.148
560,518.214,2.109
560,518.571,2.148
560,518.929,2.305
560,519.286,2.461
560,519.643,2.383
560,520,2.226
560.5,520,1.875
560.5,519.625,1.836
560.5,519.25,2.187
560.5,518.875,2.148
560.5,518.5,2.187
560.5,518.125,2.031
560.5,517.75,2.07
560.5,517.375,2.5
560.5,517,1.328
560.5,516.625,-9.297
560.5,516.25,-1.992
560.5,515.875,-0.195
560.5,515.5,0.703
560.5,515.125,1.445
560.5,514.75,1.055
560.5,514.375,-0.781
560.5,514,-7.774
560.5,513.625,-2.695
560.5,513.25,-0.195
560.5,512.875,0.586
560.5,512.5,1.445
560.5,512.125,2.617
560.5,511.75,3.633
560.5,511.375,3.281
560.5,511,2.5
560.5,510.625,1.992
560.5,510.25,1.719
560.5,509.875,1.992
560.5,509.5,1.797
560.5,509.125,1.953
560.5,508.75,1.992
560.5,508.375,2.148
560.5,508,2.07
560.5,507.625,2.226
560.5,507.25,2.539
560.5,506.875,2.344
560.5,506.5,2.383
560.5,506.125,2.383
560.5,505.75,1.914
560.5,505.375,2.031
560.5,505,2.109
561,505,2.891
561,505.357,-3.672
561,505.714,-2.969
561,506.071,-0.078
561,506.429,0.976
561,506.786,1.68
561,507.143,1.719
561,507.5,1.641
561,507.857,2.031
561,508.214,2.148
561,508.571,2.07
561,508.929,1.953
561,509.286,1.953
561,509.643,2.07
561,510,1.719
561,510.357,1.406
561,510.714,1.562
561,511.071,1.797
561,511.429,2.031
561,511.786,1.953
561,512.143,-0.703
561,512.5,-4.922
561,512.857,-10.117
561,513.214,-3.984
561,513.571,-1.602
561,513.929,0.391
561,514.286,1.523
561,514.643,2.344
561,515,2.226
561,515.357,2.226
561,515.714,2.109
561,516.071,1.914
561,516.429,1.68
561,516.786,1.836
561,517.143,2.422
561,517.5,2.773
561,517.857,2.617
561,518.214,2.461
561,518.571,1.992
561,518.929,2.109
561,519.286,2.226
561,519.643,2.422
561,520,2.187
561.5,520,1.953
561.5,519.634,2.187
561.5,519.268,1.836
561.5,518.902,2.031
561.5,518.537,2.344
561.5,518.171,2.148
561.5,517.805,1.992
561.5,517.439,2.187
561.5,517.073,2.07
561.5,516.707,1.719
561.5,516.341,1.484
561.5,515.976,1.484
561.5,515.61,1.328
561.5,515.244,1.523
561.5,514.878,1.758
561.5,514.512,1.562
561.5,514.146,1.601
561.5,513.78,1.758
561.5,513.415,1.601
561.5,513.049,1.641
561.5,512.683,1.601
561.5,512.317,2.07
561.5,511.951,2.07
561.5,511.585,2.031
561.5,511.22,1.953
561.5,510.854,0.195
561.5,510.488,1.016
561.5,510.122,1.172
561.5,509.756,1.289
561.5,509.39,1.797
561.5,509.024,1.992
561.5,508.659,1.68
561.5,508.293,1.836
561.5,507.927,1.992
561.5,507.561,2.226
561.5,507.195,2.266
561.5,506.829,1.875
561.5,506.463,2.031
561.5,506.098,2.031
561.5,505.732,2.109
561.5,505.366,2.109
561.5,505,1.641
562,505,1.914
562,505.366,2.031
562,505.732,2.148
562,506.098,2.344
562,506.463,1.914
562,506.829,1.797
562,507.195,1.836
562,507.561,2.031
562,507.927,2.07
562,508.293,1.797
562,508.659,1.68
562,509.024,1.797
562,509.39,1.797
562,509.756,1.641
562,510.122,1.445
562,510.488,1.562
562,510.854,1.719
562,511.22,1.68
562,511.585,1.875
562,511.951,0.898
562,512.317,1.289
562,512.683,1.523
562,513.049,1.68
562,513.415,1.836
562,513.78,1.992
562,514.146,2.07
562,514.512,2.109
562,514.878,2.305
562,515.244,0.117
562,515.61,1.133
562,515.976,1.797
562,516.341,1.758
562,516.707,1.523
562,517.073,1.133
562,517.439,1.914
562,517.805,1.914
562,518.171,1.914
562,518.537,1.953
562,518.902,2.109
562,519.268,1.992
562,519.634,2.031
562,520,2.07
562.5,520,2.422
562.5,519.643,2.344
562.5,519.286,2.305
562.5,518.929,2.148
562.5,518.571,2.148
562.5,518.214,1.992
562.5,517.857,2.07
562.5,517.5,2.422
562.5,517.143,2.187
562.5,516.786,2.031
562.5,516.429,1.836
562.5,516.071,1.836
562.5,515.714,1.992
562.5,515.357,1.914
562.5,515,2.109
562.5,514.643,2.031
562.5,514.286,1.68
562.5,513.929,2.344
562.5,513.571,2.266
562.5,513.214,1.992
562.5,512.857,1.875
562.5,512.5,1.914
562.5,512.143,1.719
562.5,511.786,1.797
562.5,511.429,1.484
562.5,511.071,1.719
562.5,510.714,2.148
562.5,510.357,2.226
562.5,510,1.719
562.5,509.643,1.719
562.5,509.286,1.797
562.5,508.929,2.187
562.5,508.571,1.836
562.5,508.214,1.914
562.5,507.857,1.68
562.5,507.5,2.031
562.5,507.143,2.187
562.5,506.786,2.187
562.5,506.429,1.836
562.5,506.071,1.797
562.5,505.714,1.758
562.5,505.357,2.109
562.5,505,2.148
563,505,2.148
563,505.357,2.148
563,505.714,1.914
563,506.071,1.992
563,506.429,1.875
563,506.786,1.797
563,507.143,1.68
563,507.5,1.601
563,507.857,1.484
563,508.214,1.797
563,508.571,1.758
563,508.929,1.875
563,509.286,2.266
563,509.643,1.875
563,510,1.953
563,510.357,1.836
563,510.714,1.68
563,511.071,1.836
563,511.429,1.719
563,511.786,1.836
563,512.143,2.109
563,512.5,2.148
